user_id,typing_speed,avg_key_delay,click_rate,mouse_speed,session_duration,idle_time,label
15,195.5550614380215,0.12518571363617534,1.821896320059251,395.97701747022177,372.0379530423417,17.449977892163005,0.0
4,177.84572520600054,0.12143838513367933,3.087701747921151,437.7273769071494,295.6817793804087,27.145684615919684,0.0
10,206.50464623694506,0.10288338075325838,2.794889978214943,387.6793974115692,317.68174543876574,24.281272297125476,0.0
15,210.56924186912983,0.10457799103869149,1.4833237027735895,372.87046907396325,287.07830458080474,17.847638542820288,0.0
0,200.1479095812564,0.015310449225346197,3.3537789991621683,893.3189736203848,823.6414586974527,150.67563705178833,1.0
14,363.6898507650526,0.16707811714808452,7.469977461591782,290.5411052014778,358.1927197792202,71.10595943040153,1.0
13,177.75107415830675,0.1253538692554407,2.1456617991484443,480.8425242350983,356.07122387533525,15.80120824951098,0.0
8,220.85185386848573,0.14921830697225077,3.2466512775518668,410.1904155813255,332.6066622033896,18.89965114158172,0.0
15,200.88191308228974,0.12410426793464056,1.8931928499217923,362.1738141093204,356.9766811678467,16.186920800406575,0.0
10,184.87170644211653,0.1008830087752366,2.9349080323063697,427.43149331575415,272.54828548420613,22.33764342745007,0.0
9,183.51557464262405,0.15185063002821583,2.5196443461597653,397.77202865661513,423.1843030883794,13.675680495165306,0.0
3,209.03206709598632,0.23512891651893345,0.4804208547270175,192.66055077618958,956.9363843164853,132.06054394026762,1.0
6,166.42005935162103,0.11271528855043536,2.0890521561047994,405.0064878144269,442.51644816201156,23.95290308406904,0.0
5,180.2433331358942,0.13542313217129687,2.8518580694475753,500.33746198061675,363.9298676261689,16.201121346873713,0.0
14,183.13769033392143,0.12992307051477697,2.3924855288405116,301.86998408483197,323.97125500742186,20.375441390584403,0.0
17,169.4907634400413,0.132412400026727,2.3794809500308918,433.0045042862536,349.88252004776746,17.450104786009472,0.0
1,192.91733134521215,0.10854335423701028,2.0747248654834514,394.93228726428185,325.3476521634742,18.038699372654957,0.0
8,213.40081535547552,0.13984412533571683,2.9830571530625303,433.4120910102636,301.83916741840846,13.084013112085534,0.0
1,187.09585779140627,0.11784513771139954,2.7587870647140287,342.5920693287932,273.5769597830384,14.9601291281286,0.0
14,169.74909741817643,0.1396353818194455,3.108878481177424,420.17861975616546,261.25129541217603,15.94195036133322,0.0
15,201.05654354429072,0.11836915882476522,1.8659886820562166,376.78990482255,330.4346268773082,22.392678923185453,0.0
3,188.92222122951904,0.12268115889943079,2.7627699443800666,305.0716016027599,313.1812450747068,12.829648550710328,0.0
18,174.16063204201575,0.1477355776425164,1.8760098001796386,369.921079516929,380.96250757227835,20.214338031789055,0.0
17,166.9687330040165,0.1361601320905816,2.5079643664245803,402.2388427476807,310.2059563619358,18.03669451305625,0.0
17,170.0503953319271,0.13740087963136868,3.319639438505357,354.983286018513,340.5849521544976,17.889999373875483,0.0
17,150.75713260282075,0.12423681369750955,2.5183986503459024,405.02584746343956,339.45248201898363,13.347752208867194,0.0
7,179.06170757498734,0.1230419569152106,2.759680857989834,509.1291477701328,256.5075088835936,28.732857827224766,0.0
0,174.1688518061842,0.11331975495061776,2.9383617266411086,435.5173827142689,270.78027106801494,19.906427775408375,0.0
5,198.42811037886068,0.14343115745689694,2.627041279994064,471.8964894112826,359.59912140123294,24.275973664797437,0.0
6,163.99522268075356,0.10939518010765664,1.8271954501371,373.84129389958554,345.2838781367282,24.160184800793584,0.0
19,179.73442904535707,0.11792620253518016,2.3504553459866315,461.6245153810084,255.4387881467752,17.667645212493454,0.0
7,204.48243246575433,0.13277075151468393,2.4148038919413057,464.0491945017776,236.5723344206573,24.46031707264951,0.0
3,199.7622701927017,0.11571766870880308,2.9006823492102116,294.428120041511,318.83339877094045,12.125470771823597,0.0
15,198.21840487486566,0.11870272861841626,1.845337428940051,422.0666309819486,391.67158870520115,25.02431453036163,0.0
17,169.81542980456177,0.12698864055147702,2.6969630960269457,454.2419094544614,319.2980737188941,13.329227747398877,0.0
0,167.85401105637075,0.121904868084885,2.597688106568505,458.73632687661484,296.2274944541494,20.828403791657006,0.0
15,385.6584615905381,0.20993982618538012,5.3869575207261,687.7392023860658,776.9262078099803,192.47306329090569,1.0
3,208.9214821545249,0.12082919969427874,2.2603594321075504,363.4495753044265,374.6516975187217,17.513323295437456,0.0
19,183.6761047399756,0.11266584476631683,2.526020504357607,449.63622529296276,219.88448673908283,16.98823522420079,0.0
16,396.2258391972051,0.23777884259850263,7.234101277570779,758.9981219406229,128.95766614826573,178.952397402499,1.0
0,176.8736030056095,0.11343465480555168,2.8363842906207624,475.39536671361657,271.08585458289207,15.35000567572273,0.0
1,188.17313782698326,0.1250973401886661,2.655968150734591,335.99196775037336,283.95898259466196,18.02719473507644,0.0
18,152.7443737756513,0.13794164133030792,1.6971982338273603,403.12248382899224,402.7834833665937,15.669071644066506,0.0
12,138.49309024160124,0.3171091407857423,2.76933708679511,178.958560444906,348.8032695311155,24.075629901106765,1.0
3,175.20718756170743,0.1403280125315217,3.146791458747659,265.8535764474809,342.61384617442314,9.845803895661483,0.0
13,372.01401839106626,0.20647546007729237,1.9847796843406438,576.3943163760348,548.6847419434699,67.49540914259438,1.0
12,198.60872466574816,0.12036132742445801,3.2946268380604073,321.9289431128711,261.2092464077353,20.761481502639604,0.0
4,182.6932186284133,0.12445554431001668,3.172533630424692,425.92930985587026,323.2893401713527,30.677730483212528,0.0
17,173.22772235369402,0.1278304778105906,2.7722071125945846,406.1672560210516,323.4274029297101,19.47684515102534,0.0
11,181.25521349042177,0.09999053656263104,1.570766683400747,483.9311511698715,346.9109059318835,24.421806460208064,0.0
19,189.28332245023088,0.10978331195260717,2.4535185426623496,423.2252260732246,262.23042214046075,15.873984454128975,0.0
10,177.5126613634065,0.10203514471566055,3.0781882066879604,456.1037879651116,337.3558351956605,21.06535012360328,0.0
19,182.74845183548666,0.1063834137090005,3.558096131711678,443.85526272067955,243.77246991412594,16.68933262535371,0.0
13,185.14291121917938,0.11987865976124251,2.2062570619657387,469.6532871253276,326.8057323104651,21.36034354645469,0.0
10,194.42203763362286,0.12004608732265183,2.287005637494536,453.09136596654054,388.744913038669,19.960650796800252,0.0
