user_id,typing_speed,click_rate,mouse_speed,typing_consistency,activity_ratio,typing_dev,click_dev,typing_z,click_z,drift_score,label,ae_score,iso_score,ae_score_norm,iso_score_norm,risk_score,action,is_trusted,explanation
15,195.5550614380215,1.821896320059251,395.97701747022177,7.987493908186405,20.16468286394924,5.591150525466674,0.7536983291085384,0.1080139652179804,0.4298887585447783,0.2689513618813794,0.0,0.1247401686364012,-0.0894482465323994,0.0005001251238751889,0.07629563039096904,0.038397877757422115,ALLOW,True,behavior normal
4,177.84572520600054,3.087701747921151,437.7273769071494,8.233950570024387,10.505403702746175,10.623637213190191,0.0700464884865157,0.1886807475958994,0.0744794105153932,0.1315800790556463,0.0,0.0761839583187704,-0.0851872582126878,0.00029746595519013696,0.0874601672109889,0.043878816583089515,ALLOW,True,behavior normal
10,206.50464623694504,2.794889978214943,387.6793974115692,9.718798164461452,12.5658923216015,11.019731449442048,0.4509957140808205,0.2520366155088946,0.3084030535332308,0.2802198345210627,0.0,0.0500420008877265,-0.1010295047277606,0.00018835720625526178,0.04595070244406069,0.023069529825157975,ALLOW,True,behavior normal
15,210.56924186912985,1.4833237027735895,372.8704690739633,9.561327166424478,15.23152642855424,9.42302990564167,1.0922709463942,0.1820410342808675,0.6230012499766511,0.4025211421287593,0.0,0.3415499237268622,0.0300218886326405,0.0014050245063026608,0.38932834084747525,0.19536668267688895,ALLOW,True,behavior normal
0,200.1479095812564,3.3537789991621683,893.3189736203848,65.27223747105296,5.430281848206297,1.24755070916936,0.0610196997022938,0.0246499934190149,0.0381364306048301,0.0313932120119225,1.0,96.65535809091368,0.1376823202322803,0.4033901911486494,0.6714175564158393,0.5374038737822444,WARN,False,behavior slightly deviates from user pattern
14,363.6898507650526,7.469977461591782,290.5411052014778,5.984866051927164,4.967588291019923,164.5434397684722,4.2807874853039225,3.0703546019466983,3.0674854904665616,3.06892004620663,1.0,18.5874430765116,0.2305192331522358,0.07755795147632612,0.9146665528416198,0.496112252158973,MONITOR,False,typing deviation + click anomaly
13,177.75107415830675,2.1456617991484443,480.8425242350983,7.976779960120772,21.19319150071836,4.841207677515996,0.7673962818496207,0.1047807808767233,0.4770644410191786,0.290922610947951,0.0,0.0169977934765398,-0.0803162870316501,5.0440520418353524e-05,0.10022296612512244,0.0501367033227704,ALLOW,True,behavior normal
8,220.85185386848573,3.2466512775518668,410.1904155813255,6.7011414944615835,16.71419563272567,13.230130672361357,0.099572245244857,0.2814455058362468,0.093056209109806,0.1872508574730264,0.0,0.2210183016881155,-0.0259122371890094,0.0009019613932045636,0.24277111975804957,0.12183654057562707,ALLOW,True,behavior normal
15,200.88191308228977,1.8931928499217925,362.1738141093204,8.057091393606797,20.770252293209033,0.2642988811984139,0.682401799245997,0.0051059205132979,0.3892231825079965,0.1971645515106472,0.0,0.1020164981938535,-0.0591454359824888,0.0004052832873472739,0.1556943094649031,0.07804979637612518,ALLOW,True,behavior normal
10,184.87170644211653,2.9349080323063697,427.43149331575415,9.911489528751591,11.678483576607864,10.613208345386454,0.3109776599893936,0.2427388655825541,0.2126549253728848,0.2276968954777194,0.0,0.0195628030634501,-0.0956212008736931,6.114610693657654e-05,0.06012140721536091,0.030091276661148744,ALLOW,True,behavior normal
9,183.51557464262405,2.5196443461597653,397.77202865661513,6.584985192108048,28.83575335588639,17.727116644096043,0.3940042687235991,0.3847698118212388,0.248106871830357,0.3164383418257979,0.0,0.0647123865949662,-0.0475525072344062,0.0002495870294286476,0.1860698163070798,0.09315970166825423,ALLOW,True,behavior normal
3,209.03206709598632,0.4804208547270175,192.6605507761896,4.252805170680796,7.191736603347005,17.88896622962477,2.7052820710532073,0.5409361257053347,1.7378267308522517,1.139381428278793,1.0,0.8658685260904199,0.1964027650808483,0.0035933742845497612,0.8252754221055896,0.41443439819506966,MONITOR,False,behavior normal
6,166.42005935162103,2.089052156104799,405.0064878144269,8.871123887632208,17.734066720458358,16.95453363978868,0.1363779078380669,0.3900960982670092,0.0820216422235005,0.2360588702452549,0.0,0.0818953429647961,-0.0780186101454304,0.0003213035746590489,0.10624328260382251,0.05328229308924078,ALLOW,True,behavior normal
5,180.2433331358942,2.8518580694475753,500.3374619806167,7.383717587917797,21.157333890462485,16.180103445999208,0.0089047326260995,0.3661643744479381,0.0064533369646604,0.1863088557062993,0.0,0.0608555371377743,-0.0449697716097026,0.00023348968781930675,0.19283703668292257,0.09653526318537094,ALLOW,True,behavior normal
14,183.13769033392143,2.3924855288405116,301.86998408483197,7.696270056869571,15.156236967818916,16.00872066265896,0.7967044474473477,0.298720199523215,0.5708948040809857,0.4348075018021003,0.0,0.0332825749787716,-0.0594791378944942,0.00011840835110100632,0.15481995192060746,0.07746918013585423,ALLOW,True,behavior normal
17,169.4907634400413,2.379480950030892,433.0045042862536,7.551592478297996,18.963714521181465,2.825532524635605,1.0004830419381214,0.0573083813876167,0.6350157961395291,0.3461620887635729,0.0,0.0593413630897937,-0.0449317941586641,0.00022716997605018614,0.19293654426628964,0.09658185712116991,ALLOW,True,behavior normal
1,192.91733134521215,2.0747248654834514,394.93228726428185,9.212059885470216,17.088754110523272,0.4877801997483004,0.6326059482540347,0.0117553043821104,0.5168425140931421,0.2642989092376262,0.0,0.2050330504945382,-0.0428432701028883,0.0008352437128724182,0.1984088436416102,0.09962204367724131,ALLOW,True,behavior normal
8,213.40081535547552,2.9830571530625303,433.4120910102636,7.150307490748103,21.4313324630037,5.779092159351137,0.3631663697341936,0.1229390363816086,0.3394006588937468,0.2311698476376777,0.0,0.0858872549919704,-0.0804006796976819,0.00033796462723294094,0.10000184253675376,0.05016990358199335,ALLOW,True,behavior normal
1,187.09585779140627,2.7587870647140287,342.5920693287932,8.484992843067845,17.1412748347304,5.333693354057573,0.0514562509765426,0.1285398400552946,0.0420400380267122,0.0852899390410034,0.0,0.0481083842902355,-0.0706171068017478,0.00018028686613522858,0.12563651966616618,0.0629084032661507,ALLOW,True,behavior normal
14,169.74909741817643,3.108878481177424,420.17861975616546,7.160995852286401,15.420378990628638,29.397313578403953,0.0803114951104353,0.5485492290505602,0.0575488381085673,0.3030490335795638,0.0,0.1227730655183946,-0.0089820409998808,0.0004919150209860794,0.2871312035088728,0.14381155926492942,ALLOW,True,behavior normal
15,201.05654354429072,1.8659886820562168,376.78990482255,8.447432892138423,14.125557314848653,0.0896684191974657,0.7096059671115726,0.0017322805866575,0.4047396902396886,0.2032359854131731,0.0,0.1285648563566491,-0.0537106773074885,0.0005160882319677479,0.16993433050750242,0.08522520936973509,ALLOW,True,behavior normal
3,188.92222122951904,2.762769944380066,305.0716016027599,8.150546534650429,22.64564019297663,2.220879636842511,0.4229329814001588,0.0671561459164685,0.2716848820685429,0.1694205139925057,0.0,0.0860282896389066,-0.086015155747293,0.0003385532638690563,0.08529093044834762,0.04281474185610834,ALLOW,True,behavior normal
18,174.16063204201575,1.8760098001796384,369.921079516929,6.768392096442907,17.957784353271702,9.049367199773457,0.7184871320856758,0.186328845676071,0.4337476749978977,0.3100382603369844,0.0,0.131637271379765,-0.0589372180411309,0.0005289115777430265,0.15623987699488787,0.07838439428631544,ALLOW,True,behavior normal
17,166.9687330040165,2.5079643664245803,402.2388427476807,7.343754350879171,16.295158602728122,5.347562960660383,0.8719996255444333,0.1084610334412416,0.5534661890678176,0.3309636112545296,0.0,0.051818340781068,-0.0721477234478962,0.0001957711202269617,0.12162603556692422,0.060910903343575594,ALLOW,True,behavior normal
