user_id,typing_speed,click_rate,mouse_speed,typing_consistency,activity_ratio,typing_dev,click_dev,typing_z,click_z,drift_score,label
15,195.5550614380215,1.821896320059251,395.97701747022177,7.987493908186405,20.164682863949242,5.591150525466674,0.7536983291085384,0.10801396521798047,0.4298887585447783,0.2689513618813794,0.0
4,177.84572520600054,3.087701747921151,437.7273769071494,8.233950570024387,10.505403702746175,10.623637213190193,0.07004648848651573,0.1886807475958994,0.07447941051539327,0.13158007905564634,0.0
10,206.50464623694504,2.794889978214943,387.6793974115692,9.718798164461452,12.5658923216015,11.019731449442048,0.4509957140808205,0.2520366155088946,0.30840305353323083,0.2802198345210627,0.0
15,210.56924186912985,1.4833237027735895,372.8704690739633,9.561327166424478,15.23152642855424,9.42302990564167,1.0922709463942,0.18204103428086751,0.6230012499766511,0.4025211421287593,0.0
0,200.1479095812564,3.3537789991621683,893.3189736203848,65.27223747105296,5.430281848206297,1.24755070916936,0.06101969970229382,0.024649993419014932,0.03813643060483013,0.03139321201192253,1.0
14,363.6898507650526,7.469977461591782,290.5411052014778,5.984866051927164,4.967588291019923,164.5434397684722,4.2807874853039225,3.0703546019466983,3.0674854904665616,3.06892004620663,1.0
13,177.75107415830675,2.1456617991484443,480.8425242350983,7.976779960120772,21.19319150071836,4.841207677515996,0.7673962818496207,0.10478078087672338,0.47706444101917866,0.290922610947951,0.0
8,220.85185386848573,3.2466512775518668,410.1904155813255,6.7011414944615835,16.71419563272567,13.230130672361355,0.09957224524485708,0.2814455058362468,0.09305620910980601,0.1872508574730264,0.0
15,200.88191308228977,1.8931928499217925,362.1738141093204,8.057091393606797,20.770252293209033,0.26429888119841394,0.682401799245997,0.005105920513297902,0.38922318250799653,0.1971645515106472,0.0
10,184.87170644211653,2.9349080323063697,427.43149331575415,9.911489528751593,11.678483576607864,10.613208345386454,0.31097765998939364,0.2427388655825541,0.21265492537288488,0.22769689547771949,0.0
9,183.51557464262405,2.5196443461597653,397.77202865661513,6.584985192108048,28.83575335588639,17.727116644096043,0.39400426872359917,0.3847698118212388,0.24810687183035707,0.31643834182579794,0.0
3,209.03206709598632,0.4804208547270175,192.6605507761896,4.252805170680796,7.191736603347005,17.88896622962477,2.7052820710532073,0.5409361257053347,1.7378267308522517,1.139381428278793,1.0
6,166.42005935162103,2.089052156104799,405.0064878144269,8.871123887632208,17.734066720458358,16.95453363978868,0.13637790783806691,0.3900960982670092,0.08202164222350058,0.2360588702452549,0.0
5,180.2433331358942,2.8518580694475753,500.3374619806167,7.383717587917797,21.157333890462485,16.180103445999208,0.008904732626099587,0.3661643744479381,0.006453336964660484,0.1863088557062993,0.0
14,183.13769033392143,2.3924855288405116,301.86998408483197,7.696270056869571,15.156236967818915,16.00872066265896,0.7967044474473477,0.298720199523215,0.5708948040809857,0.43480750180210037,0.0
17,169.4907634400413,2.379480950030892,433.0045042862536,7.551592478297996,18.963714521181465,2.825532524635605,1.0004830419381214,0.05730838138761674,0.6350157961395291,0.3461620887635729,0.0
1,192.91733134521215,2.0747248654834514,394.93228726428185,9.212059885470216,17.088754110523272,0.48778019974830045,0.6326059482540347,0.011755304382110416,0.5168425140931421,0.2642989092376262,0.0
8,213.40081535547552,2.9830571530625303,433.4120910102636,7.150307490748103,21.4313324630037,5.779092159351137,0.3631663697341936,0.12293903638160861,0.3394006588937468,0.23116984763767773,0.0
1,187.09585779140627,2.7587870647140287,342.5920693287932,8.484992843067845,17.1412748347304,5.333693354057573,0.051456250976542606,0.1285398400552946,0.042040038026712245,0.08528993904100342,0.0
14,169.74909741817643,3.108878481177424,420.17861975616546,7.160995852286401,15.420378990628638,29.397313578403953,0.08031149511043534,0.5485492290505602,0.05754883810856736,0.3030490335795638,0.0
15,201.05654354429072,1.8659886820562168,376.78990482255,8.447432892138423,14.125557314848653,0.08966841919746571,0.7096059671115726,0.0017322805866575991,0.40473969023968864,0.20323598541317311,0.0
3,188.92222122951904,2.762769944380066,305.0716016027599,8.150546534650429,22.64564019297663,2.220879636842511,0.4229329814001588,0.06715614591646851,0.2716848820685429,0.1694205139925057,0.0
18,174.16063204201575,1.8760098001796384,369.921079516929,6.768392096442907,17.957784353271702,9.049367199773457,0.7184871320856758,0.18632884567607105,0.43374767499789774,0.3100382603369844,0.0
17,166.9687330040165,2.5079643664245803,402.2388427476807,7.343754350879171,16.295158602728122,5.347562960660383,0.8719996255444333,0.1084610334412416,0.5534661890678176,0.3309636112545296,0.0
17,170.0503953319271,3.319639438505357,354.983286018513,7.27744413457431,18.029908070061676,2.265900632749805,0.06032455346365673,0.045957743015120546,0.038288549369390315,0.042123146192255434,0.0
17,150.75713260282075,2.5183986503459024,405.0258474634395,8.04849613636446,23.65893117454282,21.55916336185615,0.8615653416231113,0.43727005283668596,0.5468434530156316,0.4920567529261588,0.0
7,179.06170757498734,2.759680857989834,509.1291477701328,8.12664849116584,8.62707212250292,3.9417150332294284,0.03740154732019896,0.118496980318634,0.0322585916954305,0.07537778600703225,0.0
0,174.1688518061842,2.9383617266411086,435.5173827142689,8.823808014371336,12.952010452332077,24.73150706590286,0.3543975728187658,0.48866269077168784,0.22149336211523554,0.3550780264434617,0.0
5,198.42811037886068,2.627041279994064,471.8964894112826,6.9714997963572145,14.22691470445931,2.0046737969672677,0.21591205682741155,0.045366837689792126,0.15647334018276082,0.10092008893627648,0.0
6,163.99522268075356,1.8271954501371,373.84129389958554,9.140335028158471,13.723423769361087,19.379370310656157,0.39823461380576597,0.44588762543826066,0.23950988493953904,0.34269875518889986,0.0
19,179.73442904535707,2.3504553459866315,461.6245153810084,8.479160584314238,13.683503475618927,13.459453325876751,0.7524701633990185,0.26463908826431853,0.552184766641119,0.4084119274527188,0.0
7,204.48243246575433,2.4148038919413057,464.0491945017776,7.531212081514784,9.291806293912686,21.479009857537562,0.3074754187283295,0.6457082226634495,0.2651955520509183,0.4554518873571839,0.0
3,199.7622701927017,2.9006823492102116,294.428120041511,8.640975932179419,24.29119719312309,8.619169326340142,0.28502057657001334,0.2606310505784041,0.18309232227804476,0.2218616864282244,0.0
15,198.21840487486568,1.845337428940051,422.0666309819486,8.423696528906737,15.050217297683366,2.927807088622501,0.7302572202277384,0.056561534445369224,0.41651859596580715,0.23654006520558818,0.0
17,169.81542980456177,2.6969630960269457,454.2419094544614,7.874100034910728,22.28299245064724,2.500866160115123,0.6830008959420679,0.05072339123816861,0.4335069556606125,0.24211517344939054,0.0
0,167.85401105637075,2.597688106568505,458.7363268766149,8.202444998781736,13.570735509637675,31.046347815716302,0.6950711928913695,0.6134358016207612,0.43440945206948883,0.523922626845125,0.0
15,385.6584615905381,5.3869575207261,687.7392023860658,4.763042762021754,4.015681535169553,184.5122496270499,2.8113628715583108,3.564543580561895,1.603523914007565,2.58403374728473,1.0
3,208.9214821545249,2.2603594321075504,363.4495753044265,8.27546030203762,20.236868958640898,17.77838128816336,0.9253434936726745,0.5375921991179825,0.5944247646969149,0.5660084819074487,0.0
19,183.6761047399756,2.526020504357607,449.6362252929627,8.875016664609369,12.223794274340896,9.517777631258213,0.5769050050280429,0.18713806078558728,0.4233498829196488,0.30524397185261803,0.0
16,396.2258391972051,7.234101277570779,758.9981219406229,4.205411780772498,0.7166209953837208,250.94770235369484,3.985472189824798,5.27460882635809,2.315145352555232,3.7948770894566612,1.0
0,176.8736030056095,2.8363842906207624,475.39536671361657,8.81487101982934,16.580168836602503,22.026755866477544,0.4563750088391121,0.4352202945821989,0.2852277860967132,0.36022404033945604,0.0
1,188.1731378269833,2.655968150734591,335.99196775037336,7.993136122084971,14.923849077509386,4.256413318480554,0.05136266300289494,0.10257782944167554,0.041963576141201296,0.07227070279143842,0.0
18,152.7443737756513,1.6971982338273603,403.12248382899224,7.248917014373359,24.163522238502576,30.465625466137908,0.8972986984379538,0.6272952241397719,0.5416954693347132,0.5844953467372426,0.0
12,138.49309024160124,2.76933708679511,178.958560444906,3.1533889676991707,13.910050152547528,69.82166895722972,0.4692127299543274,1.4168150711099246,0.31944320693595757,0.8681291390229411,1.0
3,175.20718756170743,3.146791458747659,265.8535764474809,7.125653142446971,31.58952987444986,15.935913304654122,0.038911467032566094,0.48187866710375654,0.024996057996844474,0.2534373625503005,0.0
13,372.01401839106626,1.984779684340644,576.3943163760348,4.8429560106831575,8.010533097206746,189.4217365552435,0.9282783966574211,4.099753365975656,0.5770794371640346,2.3384164015698454,1.0
12,198.60872466574816,3.2946268380604073,321.9289431128711,8.307626254496318,12.003284168683615,9.7060345330828,0.05607702131097003,0.19695398595540403,0.03817761620563017,0.1175658010805171,0.0
4,182.6932186284133,3.172533630424692,425.92930985587026,8.034352041310465,10.205571397947162,5.776143790777439,0.15487837099005697,0.10258700544782884,0.16467991504162863,0.13363346024472872,0.0
17,173.22772235369402,2.7722071125945846,406.1672560210516,7.822248611129313,15.794786772293147,0.911426389017123,0.607756879374429,0.018485850243492693,0.3857488857258396,0.20211736798466615,0.0
11,181.25521349042177,1.570766683400747,483.9311511698715,9.999946344024798,13.646194123729641,0.9553812594154181,1.3681721004437013,0.01885001535499899,0.6803798748114724,0.3496149450832357,0.0
19,189.28332245023088,2.4535185426623496,423.2252260732246,9.10802290426994,15.540515807236881,3.9105599210029425,0.6494069667233004,0.07688923071693861,0.47655395764186437,0.2767215941794015,0.0
10,177.5126613634065,3.0781882066879604,456.1037879651116,9.799584319140406,15.288940955203396,17.972253424096493,0.16769748560780284,0.41105048220633084,0.11467607122763754,0.2628632767169842,0.0
19,182.74845183548663,3.558096131711678,443.85526272067955,9.399078055105244,13.780761268784808,10.445430535747192,0.4551706223260279,0.2053775251178966,0.3340176077356458,0.26969756642677123,0.0
13,185.14291121917935,2.2062570619657387,469.6532871253276,8.341072475007175,14.615416423791094,2.5506293833566076,0.7068010190323264,0.05520460106606069,0.4393944055133153,0.247299503289688,0.0
10,194.4220376336229,2.287005637494536,453.09136596654054,8.329440199999947,18.546414269637697,1.0628771538800947,0.9588800548012273,0.024309481750503927,0.6557080868839821,0.340008784317243,0.0
19,162.8822374523865,2.966259092457137,431.43803642973467,10.252951257695953,11.005915313791515,30.31164491884732,0.136666416928513,0.5959860241643943,0.10028984165759053,0.3481379329109924,0.0
3,183.21643648730335,2.6473070901344715,282.1636741827942,9.538307501494181,43.15627014829484,7.926664379058195,0.5383958356457534,0.2396907157146644,0.34585623620403755,0.292773475959351,0.0
18,159.97802556629244,1.8196330458503291,384.3185743888343,7.747110962977275,21.603324425120604,23.23197367549676,0.774863886414985,0.478352435277524,0.4677820856675513,0.47306726047253767,0.0
11,177.13562971964504,2.257554086192569,409.1066157455093,9.880001997014045,12.382988238333422,3.16420251136131,0.6813846976518794,0.06243085191139609,0.33884657868443013,0.2006387152979131,0.0
9,200.3463370524715,2.454486816577505,482.70878569234304,6.872023073669175,26.311069489042488,0.8963542342485766,0.45916179830585957,0.01945550745568428,0.289136962426125,0.15429623494090466,0.0
12,200.95113345827892,2.7677543707188055,425.1544290618615,9.207107589842154,12.924294778246002,7.363625740552038,0.47079544603063184,0.14942203592437656,0.32052073076855475,0.23497138334646567,0.0
3,345.5249789588656,9.027443722140694,750.5620802854113,2.5337745401281255,4.8099790401124745,154.38187809250402,5.841740796360469,4.668281774503864,3.7526339376037936,4.210457856053829,1.0
3,175.3240800770308,2.712731674824647,298.47226809834194,9.535269323617797,21.70608190688844,15.81902078933075,0.4729712509555779,0.47834400872543936,0.30382860686879776,0.39108630779711856,0.0
6,115.9892120122379,2.0727763310213283,746.0968010468569,7.311079619548947,3.8027483079562105,67.38538097917181,0.1526537329215376,1.5504274407478482,0.09181039703761486,0.8211189188927316,1.0
12,203.16925864203924,2.921771432049433,369.85063216228485,9.435200996677628,9.02714764821786,5.145500556791717,0.3167783847000045,0.10441203778346726,0.2156648714676004,0.16003845462553384,0.0
5,187.88115547959413,2.370121350202945,436.57317018046297,7.245403981159022,12.802286554389651,8.542281102299285,0.47283198661853065,0.19331637938045934,0.3426654415625898,0.26799091047152457,0.0
19,198.29434132447545,2.209756995505215,477.9379586410392,7.658695517001004,13.911319819222419,5.100458953241628,0.8931685138804348,0.10028496510481563,0.6554333598829127,0.3778591624938642,0.0
15,208.36189760761243,1.819792266185818,348.8021062115193,7.653203589780386,21.348529700599354,7.21568564412425,0.7558023829819716,0.1393979315416954,0.4310888528963624,0.2852433922190289,0.0
